Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location,Street Direction,Street Number,Street Name,Street Type
5904 Guilford,21075694.,DMC Consultants,17766.00,HHF,11/16/2018,No,4,Cornerstone Village,42.413868,-82.931176,"location
(42.413868, -82.931176)",,5904,GUILFORD,St
5576 Cadillac,19005124.,Salenbien Trucking & Excavating Inc.,35345.13,HHF,11/16/2018,No,4,West End,42.387242,-82.999689,"location
(42.387242, -82.999689)",,5576,CADILLAC,Ave
18708 Oakfield,22069331.,Dore & Associates,37300.00,Non-HHF,11/16/2018,No,2,College Park,42.428074,-83.214584,"location
(42.428074, -83.214584)",,18708,OAKFIELD,St
5851 Lemay,21041619.,Salenbien Trucking & Excavating Inc.,19327.13,HHF,11/16/2018,No,4,West End,42.392174,-82.993599,"location
(42.392174, -82.993599)",,5851,LEMAY,St
15346 Tuller,16026799.,DMC Consultants,27720.00,Non-HHF,11/15/2018,No,2,Fitzgerald/Marygrove,42.403349,-83.146937,"location
(42.403349, -83.146937)",,15346,TULLER,St
2131 Leland,09001997.,Salenbien Trucking & Excavating Inc.,14605.97,HHF,11/15/2018,No,5,McDougall-Hunt,42.357631,-83.039077,"location
(42.357631, -83.039077)",,2131,LELAND,St
3916 Mcgraw,14001431.,Blue Star,23150.00,HHF,11/15/2018,No,5,Midwest,42.349,-83.109171,"location
(42.349, -83.109171)",,3916,MCGRAW,St
5020 Military,16016085.,Able Demolition,20503.00,Non-HHF,11/15/2018,No,6,Chadsey Condon,42.337419,-83.123057,"location
(42.337419, -83.123057)",,5020,MILITARY,St
5373 Oregon,16002683.,Able Demolition,20301.00,Non-HHF,11/15/2018,No,6,Midwest,42.355053,-83.126857,"location
(42.355053, -83.126857)",,5373,OREGON,St
5026 Military,16016086.,Able Demolition,18786.00,Non-HHF,11/15/2018,No,6,Chadsey Condon,42.337492,-83.123109,"location
(42.337492, -83.123109)",,5026,MILITARY,St
638 Woodland,03002937.,Homrich,31004.35,HHF,11/15/2018,No,5,Gateway Community,42.39563,-83.079846,"location
(42.39563, -83.079846)",,638,WOODLAND,St
21164 Pickford,22015565.001,Dore & Associates,30000.00,Non-HHF,11/15/2018,No,1,Holcomb Community,42.424528,-83.250825,"location
(42.424528, -83.250825)",,21164,PICKFORD,St
3526 25th St,12009238.,Blue Star,20002.00,HHF,11/15/2018,No,6,Chadsey Condon,42.3351,-83.095234,"location
(42.3351, -83.095234)",,3526,25TH ST,St
12113 Olga,21003334.,Salenbien Trucking & Excavating Inc.,20028.13,HHF,11/15/2018,No,4,Chandler Park,42.395912,-82.980686,"location
(42.395912, -82.980686)",,12113,OLGA,St
527 Englewood,03002911.,Homrich,25173.36,HHF,11/15/2018,No,5,Gateway Community,42.394578,-83.081474,"location
(42.394578, -83.081474)",,527,ENGLEWOOD,St
545 Englewood,03002914.,Homrich,19699.36,HHF,11/15/2018,No,5,Gateway Community,42.39469,-83.081177,"location
(42.39469, -83.081177)",,545,ENGLEWOOD,St
6183 16th St,10006234.,Blue Star,19142.10,HHF,11/15/2018,No,5,NW Goldberg,42.359404,-83.096173,"location
(42.359404, -83.096173)",,6183,16TH ST,St
5365 Oregon,16002682.,Able Demolition,25452.00,Non-HHF,11/15/2018,No,6,Midwest,42.355091,-83.126759,"location
(42.355091, -83.126759)",,5365,OREGON,St
2151 Concord,15011734.,Salenbien Trucking & Excavating Inc.,27547.33,HHF,11/15/2018,No,5,Islandview,42.35509,-83.011527,"location
(42.35509, -83.011527)",,2151,CONCORD,St
4328 Parkinson,18011572.,Blue Star,17568.00,HHF,11/15/2018,No,6,Claytown,42.329218,-83.130095,"location
(42.329218, -83.130095)",,4328,PARKINSON,St
3535 Buchanan,12009288.,Dore & Associates,28275.00,Non-HHF,11/15/2018,Yes,6,Chadsey Condon,42.340532,-83.098732,"location
(42.340532, -83.098732)",,3535,BUCHANAN,St
2565 Helen,15009795.,Salenbien Trucking & Excavating Inc.,20023.97,HHF,11/14/2018,No,5,Islandview,42.359271,-83.011772,"location
(42.359271, -83.011772)",,2565,HELEN,St
627 Belmont,03002743.,Homrich,23235.36,HHF,11/14/2018,No,5,Gateway Community,42.391921,-83.077537,"location
(42.391921, -83.077537)",,627,BELMONT,St
356 Woodland,01003597.,Homrich,28811.36,HHF,11/14/2018,No,5,Gateway Community,42.39463,-83.082489,"location
(42.39463, -83.082489)",,356,WOODLAND,St
5058 LENOX,21049821.,Salenbien Trucking & Excavating Inc.,57079.63,HHF,11/14/2018,No,4,Chandler Park,42.393835,-82.966293,"location
(42.393835, -82.966293)",,5058,LENOX,St
5532 Neff,21076202.005,DMC Consultants,15230.00,HHF,11/14/2018,No,4,Cornerstone Village,42.411772,-82.927097,"location
(42.411772, -82.927097)",,5532,NEFF,Ave
8675 Heyden,22099945.001,Rickman Enterprise Group,18690.62,HHF,11/14/2018,No,7,Warrendale,42.356754,-83.238688,"location
(42.356754, -83.238688)",,8675,HEYDEN,St
8515 Heyden,22099945.010,Rickman Enterprise Group,16000.62,HHF,11/14/2018,No,7,Warrendale,42.355541,-83.238654,"location
(42.355541, -83.238654)",,8515,HEYDEN,St
5931 Drexel,21050754.,Salenbien Trucking & Excavating Inc.,16915.13,HHF,11/14/2018,No,4,Chandler Park,42.400097,-82.97007,"location
(42.400097, -82.97007)",,5931,DREXEL,St
19151 Lamont,13017530.,DMC Consultants,25081.00,HHF,11/14/2018,No,3,Farwell,42.434085,-83.05512,"location
(42.434085, -83.05512)",,19151,LAMONT,St
6100 Lenox,21049879.,Salenbien Trucking & Excavating Inc.,19091.13,HHF,11/13/2018,No,4,Chandler Park,42.401237,-82.971311,"location
(42.401237, -82.971311)",,6100,LENOX,St
1210 Burlingame,06003115.,Dore & Associates,38400.00,Non-HHF,11/13/2018,No,5,Gateway Community,42.388247,-83.099185,"location
(42.388247, -83.099185)",,1210,BURLINGAME,St
5285 Linwood,10007798.,Blue Star,22518.00,HHF,11/13/2018,No,5,Woodbridge,42.351284,-83.09376,"location
(42.351284, -83.09376)",,5285,LINWOOD,St
4207 17th St,10006973.,Blue Star,23376.30,HHF,11/13/2018,No,6,Core City,42.342655,-83.087316,"location
(42.342655, -83.087316)",,4207,17TH ST,St
5870 Gunston,21036389.,Salenbien Trucking & Excavating Inc.,23630.13,HHF,11/13/2018,No,4,Chandler Park,42.395125,-82.985374,"location
(42.395125, -82.985374)",,5870,GUNSTON,Ave
5374 Bangor,14010495-7,Blue Star,25678.80,HHF,11/13/2018,No,6,Midwest,42.347106,-83.110798,"location
(42.347106, -83.110798)",,5374,BANGOR,St
5862 Florida,18012943.,Able Demolition,19649.14,HHF,11/13/2018,No,6,Claytown,42.338245,-83.1415,"location
(42.338245, -83.1415)",,5862,FLORIDA,St
8444 Heyden,22098875.,Rickman Enterprise Group,20078.61,HHF,11/13/2018,No,7,Warrendale,42.354568,-83.237925,"location
(42.354568, -83.237925)",,8444,HEYDEN,St
2980 Canton,15010006.,Salenbien Trucking & Excavating Inc.,23473.97,HHF,11/13/2018,No,5,Islandview,42.360497,-83.013096,"location
(42.360497, -83.013096)",,2980,CANTON,St
15677 Coram,21022161.,DMC Consultants,14922.00,HHF,11/13/2018,No,3,Regent Park,42.438511,-82.959238,"location
(42.438511, -82.959238)",,15677,CORAM,St
18655 Fenton,22123747.,Dore & Associates,30000.00,Non-HHF,11/13/2018,No,1,The Eye,42.426025,-83.283246,"location
(42.426025, -83.283246)",,18655,FENTON,St
8855 Monica,16022116.,Homrich,16725.76,HHF,11/13/2018,No,6,Midwest,42.360162,-83.140956,"location
(42.360162, -83.140956)",,8855,MONICA,St
9008 American,16023705.,Homrich,12966.76,HHF,11/13/2018,No,6,Midwest,42.360967,-83.14368,"location
(42.360967, -83.14368)",,9008,AMERICAN,St
8022 Smart,20009763.,Able Demolition,19243.14,HHF,11/13/2018,No,6,Claytown,42.338985,-83.147226,"location
(42.338985, -83.147226)",,8022,SMART,St
8508 Vaughan,22097416.,Rickman Enterprise Group,15938.61,HHF,11/13/2018,No,7,Warrendale,42.355482,-83.236741,"location
(42.355482, -83.236741)",,8508,VAUGHAN,St
8686 Vaughan,22097429.,Rickman Enterprise Group,16453.62,HHF,11/13/2018,No,7,Warrendale,42.356935,-83.236794,"location
(42.356935, -83.236794)",,8686,VAUGHAN,St
8028 Smart,20009762.,Able Demolition,20552.14,HHF,11/13/2018,No,6,Claytown,42.338946,-83.147325,"location
(42.338946, -83.147325)",,8028,SMART,St
5922 Lakewood,21054715.,Salenbien Trucking & Excavating Inc.,22710.13,HHF,11/13/2018,No,4,Chandler Park-Chalmers,42.402013,-82.964222,"location
(42.402013, -82.964222)",,5922,LAKEWOOD,St
5638 Kopernick,16001555.,Blue Star,19450.50,HHF,11/13/2018,No,6,Central Southwest,42.329711,-83.111389,"location
(42.329711, -83.111389)",,5638,KOPERNICK,St
8820 Central,16024885.,Homrich,13643.76,HHF,11/13/2018,No,6,Midwest,42.359565,-83.145836,"location
(42.359565, -83.145836)",,8820,CENTRAL,St
8400 Vaughan,22097401.,Rickman Enterprise Group,20289.61,HHF,11/12/2018,No,7,Warrendale,42.354042,-83.236689,"location
(42.354042, -83.236689)",,8400,VAUGHAN,St
7715 Smart,20009611.,Able Demolition,21383.14,HHF,11/12/2018,No,6,Claytown,42.339558,-83.144328,"location
(42.339558, -83.144328)",,7715,SMART,St
5427 Seneca,17006934.,Salenbien Trucking & Excavating Inc.,17870.85,HHF,11/12/2018,No,5,Pingree Park,42.381873,-83.01094,"location
(42.381873, -83.01094)",,5427,SENECA,St
9021 Prairie,16023546.,Homrich,15369.76,HHF,11/12/2018,No,6,Midwest,42.361168,-83.143206,"location
(42.361168, -83.143206)",,9021,PRAIRIE,St
6006 Florida,18012962.,Able Demolition,17294.14,HHF,11/12/2018,No,6,Claytown,42.339769,-83.142599,"location
(42.339769, -83.142599)",,6006,FLORIDA,St
3146 Military,16015992.,Blue Star,26600.40,HHF,11/12/2018,No,6,Central Southwest,42.325528,-83.114311,"location
(42.325528, -83.114311)",,3146,MILITARY,St
2527 Mcgraw,10006873.,Blue Star,16017.70,HHF,11/12/2018,No,5,NW Goldberg,42.356269,-83.095417,"location
(42.356269, -83.095417)",,2527,MCGRAW,St
6012 Florida,18012963.,Able Demolition,17311.84,HHF,11/12/2018,No,6,Claytown,42.339865,-83.142669,"location
(42.339865, -83.142669)",,6012,FLORIDA,St
18912 Hickory,21030264.,Dore & Associates,18300.00,Non-HHF,11/12/2018,No,3,Franklin,42.433321,-82.987157,"location
(42.433321, -82.987157)",,18912,HICKORY,St
7757 Smart,20009618.,Able Demolition,27194.74,HHF,11/12/2018,No,6,Claytown,42.339287,-83.145014,"location
(42.339287, -83.145014)",,7757,SMART,St
3740 Eastern Pl,12009918.,Blue Star,20845.40,HHF,11/12/2018,No,5,Midwest,42.353279,-83.107419,"location
(42.353279, -83.107419)",,3740,EASTERN PL,Pl
3414 Junction,16012964.,Blue Star,24428.90,HHF,11/12/2018,No,6,Central Southwest,42.329372,-83.109785,"location
(42.329372, -83.109785)",,3414,JUNCTION,St
8083 Vaughan,22098590.022,Rickman Enterprise Group,14078.61,HHF,11/12/2018,No,7,Warrendale,42.351573,-83.237269,"location
(42.351573, -83.237269)",,8083,VAUGHAN,St
4749 Crane,19010157.,Salenbien Trucking & Excavating Inc.,16234.85,HHF,11/12/2018,No,5,Gratiot Woods,42.377512,-83.004067,"location
(42.377512, -83.004067)",,4749,CRANE,St
19134 Waltham,21032645.,DMC Consultants,22010.00,HHF,11/12/2018,No,3,Pulaski,42.435281,-82.994535,"location
(42.435281, -82.994535)",,19134,WALTHAM,St
9050 Central,16024907.,Homrich,20541.76,HHF,11/12/2018,No,6,Midwest,42.361493,-83.145917,"location
(42.361493, -83.145917)",,9050,CENTRAL,St
5058 Dickerson,21049111.,Salenbien Trucking & Excavating Inc.,12014.63,HHF,11/12/2018,No,4,Chandler Park,42.393478,-82.967292,"location
(42.393478, -82.967292)",,5058,DICKERSON,St
9046 Central,16024906.,Homrich,20608.76,HHF,11/12/2018,No,6,Midwest,42.361411,-83.145913,"location
(42.361411, -83.145913)",,9046,CENTRAL,St
9068 Prairie,16022505.,Homrich,17340.76,HHF,11/12/2018,No,6,Midwest,42.361811,-83.142622,"location
(42.361811, -83.142622)",,9068,PRAIRIE,St
4735 Canton,15010371.,Salenbien Trucking & Excavating Inc.,23564.97,HHF,11/12/2018,No,5,Gratiot Town/Ketterring,42.371137,-83.020796,"location
(42.371137, -83.020796)",,4735,CANTON,St
8105 Vaughan,22098590.019,Rickman Enterprise Group,15630.61,HHF,11/12/2018,No,7,Warrendale,42.351882,-83.237284,"location
(42.351882, -83.237284)",,8105,VAUGHAN,St
3414 Sheridan,17012747.,Salenbien Trucking & Excavating Inc.,22318.85,HHF,11/09/2018,No,5,Islandview,42.363679,-83.009153,"location
(42.363679, -83.009153)",,3414,SHERIDAN,St
5074 Parker,17008881.,Dore & Associates,32500.00,Non-HHF,11/09/2018,No,5,Gratiot-Grand,42.377459,-83.01209,"location
(42.377459, -83.01209)",,5074,PARKER,St
9069 Prairie,16023538.,Homrich,14937.76,HHF,11/09/2018,No,6,Midwest,42.3618,-83.143233,"location
(42.3618, -83.143233)",,9069,PRAIRIE,St
4817 Seyburn,17010817.,Salenbien Trucking & Excavating Inc.,29688.85,HHF,11/09/2018,No,5,Gratiot-Grand,42.374856,-83.013585,"location
(42.374856, -83.013585)",,4817,SEYBURN,St
19129 Syracuse,13013844.,DMC Consultants,12492.00,HHF,11/09/2018,No,3,Farwell,42.434019,-83.046284,"location
(42.434019, -83.046284)",,19129,SYRACUSE,St
7647 Heyden,22099969.,Rickman Enterprise Group,13689.61,HHF,11/09/2018,No,7,Warrendale,42.347498,-83.238345,"location
(42.347498, -83.238345)",,7647,HEYDEN,St
6500 Sanger,18013813.,Able Demolition,17201.14,HHF,11/09/2018,No,6,Claytown,42.340245,-83.148518,"location
(42.340245, -83.148518)",,6500,SANGER,Ave
8866 Yates,19001197.,Dore & Associates,35000.00,Non-HHF,11/09/2018,No,5,Gratiot Woods,42.376558,-83.001508,"location
(42.376558, -83.001508)",,8866,YATES,St
8815 Bryden,16024757.,Homrich,16749.76,HHF,11/09/2018,No,6,Midwest,42.359492,-83.145336,"location
(42.359492, -83.145336)",,8815,BRYDEN,St
6572 Sanger,18013823.,Able Demolition,21823.84,HHF,11/09/2018,No,6,Claytown,42.341106,-83.148401,"location
(42.341106, -83.148401)",,6572,SANGER,Ave
19141 Syracuse,13013842-3,DMC Consultants,21931.00,HHF,11/09/2018,No,3,Farwell,42.434143,-83.046287,"location
(42.434143, -83.046287)",,19141,SYRACUSE,St
4727 Seyburn,17010832.,Salenbien Trucking & Excavating Inc.,17713.35,HHF,11/09/2018,No,5,Gratiot-Grand,42.373749,-83.012849,"location
(42.373749, -83.012849)",,4727,SEYBURN,St
7752 Stout,22100976.,Rickman Enterprise Group,12844.61,HHF,11/09/2018,No,7,Warrendale,42.348925,-83.23892,"location
(42.348925, -83.23892)",,7752,STOUT,St
19155 Stotter,15005893.,DMC Consultants,15808.00,HHF,11/08/2018,No,3,Nortown,42.434781,-83.025579,"location
(42.434781, -83.025579)",,19155,STOTTER,St
4825 Seyburn,17010816.,Salenbien Trucking & Excavating Inc.,19929.85,HHF,11/08/2018,No,5,Gratiot-Grand,42.37493,-83.013635,"location
(42.37493, -83.013635)",,4825,SEYBURN,St
7939 Radcliffe,20009949.,Able Demolition,18645.14,HHF,11/08/2018,No,6,Claytown,42.340263,-83.14711,"location
(42.340263, -83.14711)",,7939,RADCLIFFE,St
18620 Tireman,22001768-9,Rickman Enterprise Group,19002.79,HHF,11/08/2018,No,7,Warrendale,42.350783,-83.222758,"location
(42.350783, -83.222758)",,18620,TIREMAN,St
9983 Stahelin,22083807.,Blue Star,13808.30,HHF,11/08/2018,No,7,Franklin Park,42.368535,-83.225581,"location
(42.368535, -83.225581)",,9983,STAHELIN,Ave
6524 Mcdonald,18013735.,Able Demolition,15507.64,HHF,11/08/2018,No,6,Claytown,42.340702,-83.147436,"location
(42.340702, -83.147436)",,6524,MCDONALD,St
7675 Stout,22102139.,Rickman Enterprise Group,12047.61,HHF,11/08/2018,No,7,Warrendale,42.347854,-83.239555,"location
(42.347854, -83.239555)",,7675,STOUT,St
19165 Stotter,15005892.,DMC Consultants,14110.00,HHF,11/08/2018,No,3,Nortown,42.434883,-83.025584,"location
(42.434883, -83.025584)",,19165,STOTTER,St
4567 Belvidere,19007857.,Dore & Associates,38800.00,Non-HHF,11/08/2018,No,5,Gratiot Woods,42.377562,-82.999748,"location
(42.377562, -82.999748)",,4567,BELVIDERE,St
5078 Seyburn,17010773.,Salenbien Trucking & Excavating Inc.,20815.85,HHF,11/08/2018,No,5,Gratiot-Grand,42.376738,-83.014115,"location
(42.376738, -83.014115)",,5078,SEYBURN,St
7446 Fielding,22102213.,Rickman Enterprise Group,14131.61,HHF,11/08/2018,No,7,Warrendale,42.346586,-83.239975,"location
(42.346586, -83.239975)",,7446,FIELDING,St
4848 Seyburn,17010758.,Salenbien Trucking & Excavating Inc.,24578.85,HHF,11/08/2018,No,5,Gratiot-Grand,42.375443,-83.013224,"location
(42.375443, -83.013224)",,4848,SEYBURN,St
8869 Bryden,16024748.,Homrich,23285.76,HHF,11/08/2018,No,6,Midwest,42.360232,-83.145373,"location
(42.360232, -83.145373)",,8869,BRYDEN,St
561 Owen,03002514.,Homrich,26013.00,HHF,11/08/2018,No,5,North End,42.385587,-83.074734,"location
(42.385587, -83.074734)",,561,OWEN,St
2915 Seyburn,17010931-2,Salenbien Trucking & Excavating Inc.,22845.35,HHF,11/08/2018,No,5,Islandview,42.36231,-83.005348,"location
(42.36231, -83.005348)",,2915,SEYBURN,St
7757 Radcliffe,20009938.,Able Demolition,15299.14,HHF,11/07/2018,No,6,Claytown,42.340688,-83.146032,"location
(42.340688, -83.146032)",,7757,RADCLIFFE,St
18885 Eureka,13018615.,DMC Consultants,16097.00,HHF,11/07/2018,No,3,Krainz Woods,42.432605,-83.057922,"location
(42.432605, -83.057922)",,18885,EUREKA,St
9321 Bryden,16024702.,Homrich,23899.75,HHF,11/07/2018,No,6,Midwest,42.364198,-83.145545,"location
(42.364198, -83.145545)",,9321,BRYDEN,St
12123 Pierson,22107117.,Blue Star,14812.30,HHF,11/07/2018,No,7,Weatherby,42.375735,-83.245402,"location
(42.375735, -83.245402)",,12123,PIERSON,St
19130 Rogge,15006492.,DMC Consultants,16559.00,HHF,11/07/2018,No,3,Nortown,42.434386,-83.02939,"location
(42.434386, -83.02939)",,19130,ROGGE,St
5103 Crane,19010121.,Salenbien Trucking & Excavating Inc.,32288.85,HHF,11/07/2018,No,5,Gratiot Woods,42.380271,-83.006076,"location
(42.380271, -83.006076)",,5103,CRANE,St
6533 Central,18009981.,Able Demolition,18033.94,HHF,11/07/2018,No,6,Claytown,42.341711,-83.145729,"location
(42.341711, -83.145729)",,6533,CENTRAL,St
3359 Monterey,12003692.,Dore & Associates,38400.00,Non-HHF,11/07/2018,No,5,Dexter-Linwood,42.382039,-83.12482,"location
(42.382039, -83.12482)",,3359,MONTEREY,St
20737 S Pierson Ct,22107119.031,Blue Star,17390.10,HHF,11/07/2018,No,7,Weatherby,42.372502,-83.244528,"location
(42.372502, -83.244528)",S,20737,PIERSON CT,Ct
11321 Plainview,22094604.,Blue Star,14971.60,HHF,11/07/2018,No,7,Franklin Park,42.369856,-83.235299,"location
(42.369856, -83.235299)",,11321,PLAINVIEW,Ave
4286 Holcomb,19008241.,Dore & Associates,25000.00,Non-HHF,11/07/2018,No,5,Gratiot Woods,42.376087,-82.999204,"location
(42.376087, -82.999204)",,4286,HOLCOMB,St
4085 Townsend,17012348.,Salenbien Trucking & Excavating Inc.,15450.85,HHF,11/07/2018,No,5,Gratiot-Grand,42.370142,-83.013126,"location
(42.370142, -83.013126)",,4085,TOWNSEND,St
7745 Radcliffe,20009936.,Able Demolition,16988.64,HHF,11/07/2018,No,6,Claytown,42.340767,-83.145833,"location
(42.340767, -83.145833)",,7745,RADCLIFFE,St
9166 Bryden,16024562.,Homrich,13512.75,HHF,11/07/2018,No,6,Midwest,42.363082,-83.144883,"location
(42.363082, -83.144883)",,9166,BRYDEN,St
5474 Crane,19009846.,Salenbien Trucking & Excavating Inc.,12320.85,HHF,11/07/2018,No,5,Gratiot Woods,42.383804,-83.007885,"location
(42.383804, -83.007885)",,5474,CRANE,St
11311 Plainview,22094605.,Blue Star,19070.40,HHF,11/07/2018,No,7,Franklin Park,42.369746,-83.235294,"location
(42.369746, -83.235294)",,11311,PLAINVIEW,Ave
2245 Sturtevant,08003992.,Dore & Associates,19600.00,Non-HHF,11/07/2018,No,5,Dexter-Linwood,42.389841,-83.112717,"location
(42.389841, -83.112717)",,2245,STURTEVANT,St
7326 Artesian,22084225.,Rickman Enterprise Group,18116.79,HHF,11/07/2018,No,7,Warrendale,42.345154,-83.225321,"location
(42.345154, -83.225321)",,7326,ARTESIAN,St
7751 Radcliffe,20009937.,Able Demolition,16812.74,HHF,11/07/2018,No,6,Claytown,42.340728,-83.145931,"location
(42.340728, -83.145931)",,7751,RADCLIFFE,St
5445 Crane,19010083.,Salenbien Trucking & Excavating Inc.,16417.85,HHF,11/07/2018,No,5,Gratiot Woods,42.383219,-83.008201,"location
(42.383219, -83.008201)",,5445,CRANE,St
18741 Sawyer,22000958-9,Rickman Enterprise Group,14515.79,HHF,11/07/2018,No,7,Warrendale,42.346728,-83.224134,"location
(42.346728, -83.224134)",,18741,SAWYER,St
581 Holbrook,03002429.,Homrich,28756.36,HHF,11/07/2018,No,5,North End,42.384052,-83.073492,"location
(42.384052, -83.073492)",,581,HOLBROOK,St
5070 Seminole,17007742.,Salenbien Trucking & Excavating Inc.,33996.85,HHF,11/07/2018,No,5,Pingree Park,42.378173,-83.010087,"location
(42.378173, -83.010087)",,5070,SEMINOLE,St
3657 Baldwin,17011609.001,Salenbien Trucking & Excavating Inc.,45795.85,HHF,11/06/2018,No,5,Gratiot-Grand,42.36675161959266,-83.00924876321903,"location
(42.36675161959266, -83.00924876321903)",,3657,Baldwin,St
8120 Willard,17000615.,Salenbien Trucking & Excavating Inc.,16966.35,HHF,11/06/2018,No,5,Gratiot-Grand,42.374914,-83.010023,"location
(42.374914, -83.010023)",,8120,WILLARD,St
9023 Pierson,22107209.,Blue Star,14115.50,HHF,11/06/2018,No,7,Franklin Park,42.359545,-83.244841,"location
(42.359545, -83.244841)",,9023,PIERSON,St
7388 Stahelin,22082803.,Rickman Enterprise Group,16032.79,HHF,11/06/2018,No,7,Warrendale,42.346025,-83.22411,"location
(42.346025, -83.22411)",,7388,STAHELIN,Ave
9041 Pierson,22107206.,Blue Star,22355.80,HHF,11/06/2018,No,7,Franklin Park,42.359792,-83.244853,"location
(42.359792, -83.244853)",,9041,PIERSON,St
1074 Coplin,21051237.,Dore & Associates,35000.00,Non-HHF,11/06/2018,No,4,Riverbend,42.372112,-82.949711,"location
(42.372112, -82.949711)",,1074,COPLIN,St
6580 Mather,18013709.,Able Demolition,18149.14,HHF,11/06/2018,No,6,Claytown,42.341874,-83.146277,"location
(42.341874, -83.146277)",,6580,MATHER,St
20801 N Pierson Ct,22107119.010,Blue Star,16967.20,HHF,11/06/2018,No,7,Weatherby,42.374665,-83.245578,"location
(42.374665, -83.245578)",N,20801,PIERSON CT,Ct
11320 Mettetal,22059736.,Able Demolition,21427.89,HHF,11/06/2018,No,7,Joy Community,42.370408,-83.20555,"location
(42.370408, -83.20555)",,11320,METTETAL,St
9117 Bryden,16024722.,Homrich,25713.76,HHF,11/06/2018,No,6,Midwest,42.36241,-83.145456,"location
(42.36241, -83.145456)",,9117,BRYDEN,St
